name,year,url,journal,abstract
[Diabetes and acute dysmetabolic encephalic complications. Current pathogenetic and physiopathological aspects],1968,https://pubmed.ncbi.nlm.nih.gov/4986029/,Recenti Prog Med,No abstract available
Masked diabetes insipidus in pituitary metastasis from breast cancer after thalamic biopsy: a case report,2022,https://pubmed.ncbi.nlm.nih.gov/35027091/,J Med Case Rep,"Background: Symptomatic pituitary metastasis is rare; furthermore, it can result in diabetes insipidus and panhypopituitarism. Since diabetes insipidus is masked by concurrent panhypopituitarism, it can impede the diagnosis of pituitary dysfunction.
Case presentation: A 68-year-old Japanese female suffering from pituitary and thalamic metastases caused by untreated breast cancer, underwent a biopsy targeting the thalamus, not the pituitary. She lacked prebiopsy pituitary dysfunction symptoms; however, these symptoms unexpectedly occurred after biopsy. Diabetes insipidus was masked by corticosteroid insufficiency, and she showed normal urinary output and plasma sodium levels. Upon commencement of glucocorticoid replacement therapy, the symptoms of diabetes insipidus appeared.
Conclusions: In this case, thalamic biopsy, as opposed to pituitary biopsy, was performed to preserve pituitary function. However, pituitary dysfunction could not be avoided. Caution is necessary for asymptomatic patients with pituitary metastases as invasive interventions, such as surgery, may induce pituitary dysfunction. Moreover, with respect to masked diabetes insipidus, there is a need to carefully consider pituitary dysfunction to avoid misdiagnosis and delayed treatment."
"[Diabetes mellitus, diabetes insipidus, optic atrophy and deafness]",1991,https://pubmed.ncbi.nlm.nih.gov/2069360/,Ann Pediatr (Paris),"In France, the combination of diabetes insipidus, diabetes mellitus, optic atrophy, and deafness (DIDMOAD) is designated as Wolfram syndrome. An analysis of 14 personal cases and previous reports showed that the syndrome develops gradually and specified the most common order of occurrence of the various components as well as the other abnormalities (e.g., of the urinary tract) which may be found. Wolfram syndrome is an inherited condition (recessive autosomal transmission). The lack of association with HLA antigens seems to have been established (in the few cases where HLA typing was performed). The prognosis of Wolfram syndrome is grim, with the occurrence of each additional component adding to the severity of the disease."
[Diabetes insipidus],1958,https://pubmed.ncbi.nlm.nih.gov/13524348/,Fr Med,No abstract available
[A disseminated form of Langerhans histiocytosis associated with diabetes insipidus and diabetes mellitus],2001,https://pubmed.ncbi.nlm.nih.gov/11402519/,Rev Med Interne,"Introduction: Langerhans' cell histiocytosis is a rare disorder of unknown etiology characterized by a wide clinical spectrum and varied behavior. Diabetes insipidus is a relatively common feature in Langerhans' cell histiocytosis. The presence of both diabetes insipidus and mellitus associated with histiocytosis in an adult is rare. To our knowledge, only three previous cases have been reported.
Exegesis: We report the clinical presentation, pathologic findings and clinical progress in an adult female who had disseminated Langerhans' cell histiocytosis (hypothalamic infiltration, multifocal bone involvement) associated with both diabetes insipidus and mellitus.
Conclusion: The pathogenesis of diabetes mellitus in such an association will be discussed."
[Diabetes insipidus and pregnancy],2007,https://pubmed.ncbi.nlm.nih.gov/17849803/,Ginecol Obstet Mex,"Diabetes insipidus is an uncommon pathology; its incidence varies from two to six cases in 100,000 pregnancies. It has multiple etiologies and it is classified in central and neurogenic. Patients with diabetes insipidus generally show intense thirst, polyuria, neurologic symptoms and hypernatremia. It does not seem to alter the patient's fertility. Diabetes insipidus is usually associated with pre-eclampsia, HELLP syndrome, and fatty liver disease of pregnancy. This is a report of a case seen at the Hospital General de Cholula, in Puebla, Mexico. A 19 year-old female, with 37.2 weeks of pregnancy, had a history of Langerhans cell histiocytosis since she was four years. Patient was treated with intranasal desmopressin until 2005. She went to an obstetric evaluation; laboratory and cabinet studies were obtained. A healthy 1900 g female was obtained through vaginal delivery, with a 7/9 Apgar score. We should be familiarized with this uncommon pathology because of its association with several obstetric emergencies."
The authors reply,2020,https://pubmed.ncbi.nlm.nih.gov/32058400/,Crit Care Med,No abstract available
[Diabetes insipidus as the onset manifestation of IgG 4-related disease: a case report],2022,https://pubmed.ncbi.nlm.nih.gov/35263976/,Zhonghua Nei Ke Za Zhi,报道1例以中枢性尿崩症起病的58岁男性，鞍区增强磁共振成像（MRI）提示垂体柄增粗，血清IgG4升高，胰腺平扫MRI提示胰头占位，胰腺占位活检病理提示IgG4（++），诊断IgG4相关性疾病，使用糖皮质激素后血清IgG4和影像较前改善。.
Approach to the Pediatric Patient: Central Diabetes Insipidus,2022,https://pubmed.ncbi.nlm.nih.gov/34993537/,J Clin Endocrinol Metab,"Central diabetes insipidus (CDI) is a complex disorder in which large volumes of dilute urine are excreted due to arginine-vasopressin deficiency, and it is caused by a variety of disorders affecting the hypothalamic-posterior pituitary network. The differential diagnosis is challenging and requires a detailed medical history, physical examination, biochemical approach, imaging studies, and, in some cases, histological confirmation. Magnetic resonance imaging is the gold standard method for evaluating congenital or acquired cerebral and pituitary stalk lesions. Pituitary stalk size at presentation could be normal, but it may change over time, depending on the underlying condition, while other brain areas or organs may become involved during follow-up. Early diagnosis and treatment are crucial to avoid central nervous system damage and germ cell tumor dissemination and to minimize complications of multiple pituitary hormone defects. We provide a practical update on the diagnosis and management of patients with CDI and highlight several pitfalls that may complicate the differential diagnosis of conditions presenting with polyuria and polydipsia. The need for a careful and close follow-up of patients with apparently idiopathic CDI is particularly emphasized because the underlying condition may be recognized over time. The clinical scenario that we outline at the beginning of this article represents the basis for the discussion about how the etiological diagnosis of CDI can be overlooked and demonstrates how a water intake and urine output improvement can be a sign of progressive damage of both hypothalamus and anterior pituitary gland with associated pituitary hormonal deficiencies."
"Generation of four induced pluripotent stem cell lines (FHUi003-A, FHUi003-B, FHUi004-A and FHUi004-B) from two affected individuals of a familial neurohypophyseal diabetes insipidus family",2020,https://pubmed.ncbi.nlm.nih.gov/32927425/,Stem Cell Res,"Four disease-specific induced pluripotent stem cell (iPSC) lines were respectively derived from peripheral blood mononuclear cells of two affected individuals in a family affected by familial neurohypophyseal diabetes insipidus carrying the c.314G>C mutation. The expression of pluripotency markers (NANOG, OCT4, and SOX2), maintenance of a normal karyotype, absence of episomal vectors used for iPSC generation, and presence of the original pathogenic mutation were confirmed for each iPSC line. The ability to differentiate into three germ layers was confirmed by a teratoma formation assay. These iPSC lines can help in disease recapitulation in vitro using organoids and elucidation of disease mechanisms."
Central diabetes insipidus secondary to COVID-19 infection: a case report,2022,https://pubmed.ncbi.nlm.nih.gov/35590312/,BMC Endocr Disord,"Background: Novel coronavirus disease 2019 (COVID-19) mainly affects the lungs, but can involve several other organs. The diagnosis of acute and chronic sequelae is one of the challenges of COVID-19. The current literature proposes that severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) may involve the hypothalamic-pituitary axis. In this case report, we present a unique case of new-onset central diabetes insipidus secondary to the COVID-19 disease in a 54-year-old woman.
Case presentation: A 54-year-old woman presented with the history of excessive thirst, polyuria, and polydipsia, six weeks after being infected by COVID-19. Laboratory tests revealed low urine osmolarity and increased serum osmolarity, and the patient was diagnosed with central diabetes insipidus. After administration of nasal desmopressin, urinary osmolarity increased, and the patient's symptoms improved. However, to stabilize her condition, desmopressin treatment was required.
Conclusions: We reported a unique case of diabetes insipidus in a COVID-19 patient. Central diabetes insipidus may be included in clinical manifestations of the COVID-19, in case of new-onset polyuria and polydipsia following COVID-19 disease. Nevertheless, a causal relationship has not been established between the symptoms of the patient and the SARS-CoV-2 infection."
[Tasteless Diabetes],1948,https://pubmed.ncbi.nlm.nih.gov/18106451/,J Prat Rev Gen Clin Ther,No abstract available
Diabetes insipidus,1948,https://pubmed.ncbi.nlm.nih.gov/18876335/,Va Med Mon (1918),No abstract available
[Diabetes insipidus],1984,https://pubmed.ncbi.nlm.nih.gov/6560198/,Med Sestra,No abstract available
Hypophysaire diabetes,1949,https://pubmed.ncbi.nlm.nih.gov/15407544/,Belg Tijdschr Geneesk,No abstract available
A hypothesis for the molecular mechanism of action of chlorpropamide in the treatment of diabetes mellitus and diabetes insipidus,1977,https://pubmed.ncbi.nlm.nih.gov/336411/,Fed Proc,No abstract available
Pre-eclampsia with paradoxical polyuria: diabetes insipidus in pregnancy,2022,https://pubmed.ncbi.nlm.nih.gov/35526553/,Lancet,No abstract available
Partial central diabetes insipidus complicating nonketotic hyperglycemic hyperosmolar coma,1996,https://pubmed.ncbi.nlm.nih.gov/8936928/,J Am Osteopath Assoc,"Nonketotic hyperglycemic hyperosmolar coma is an uncommon, but significant, complication of type II diabetes mellitus with a high overall mortality rate. Treatment of this entity is controversial but mandates aggressive fluid resuscitation and strict control of serum glucose levels. In the patient described, nonketotic hyperglycemic hyperosmolar coma complicated by diabetes insipidus was successfully treated with desmopressin acetate. To the authors' knowledge, this is the first reported case of nonketotic hyperglycemic hyperosmolar coma associated with partial central diabetes insipidus."
"Transient gestational diabetes insipidus diagnosed in successive pregnancies: review of pathophysiology, diagnosis, treatment, and management of delivery",2007,https://pubmed.ncbi.nlm.nih.gov/17308961/,Pituitary,"Gestational diabetes insipidus (GDI) is a rare disorder characterised by polyuria, polydypsia, and excessive thirst usually manifesting in the third trimester of pregnancy. The etiology is thought to depend on excessive vasopressinase activity, a placental enzyme that degrades arginine-vasopressin (AVP), but not 1-deamino-8-D: -arginine vasopressin (dDAVP), which is a synthetic form. This is a transient syndrome and may be associated with acute fatty liver of pregnancy and preeclampsia. The use of dDAVP in symptomatic cases has been proven as a safe method for both the mother and the fetus during the pregnancy. We report a case of recurrent gestational diabetes insipidus in successive pregnancies, which responded to dDAVP and subsided after delivery."
"Response to Letter to the Editor: ""Forty-One Individuals with Mutations in the AVP-NPII Gene Associated with Familial Neurohypophyseal Diabetes Insipidus",2020,https://pubmed.ncbi.nlm.nih.gov/32392319/,J Clin Endocrinol Metab,No abstract available
"Letter to the Editor: ""Forty-One Individuals With Mutations in the AVP-NPII Gene Associated With Familial Neurohypophyseal Diabetes Insipidus.""",2020,https://pubmed.ncbi.nlm.nih.gov/32392320/,J Clin Endocrinol Metab,No abstract available
A female with X-linked Nephrogenic diabetes insipidus in a family with inherited central diabetes Insipidus: Case report and review of the literature,2020,https://pubmed.ncbi.nlm.nih.gov/32073219/,Am J Med Genet A,"There are two forms of diabetes insipidus, central (neurohypophyseal), and nephrogenic, caused by pathogenic variants in the AVP gene and the AVPR2 or AQP2 genes, respectively. We report on a four-generation family, seven individuals had central diabetes insipidus (CDI) and the female index patient seen from age 16 to 26 years had (mild) nephrogenic diabetes insipidus. In her father with CDI, a known pathogenic heterozygous AVP variant c.232_234del p.(Glu78del) was identified, confirming the diagnosis of CDI in him and the other affected family members. In the proband, molecular analysis disclosed a novel heterozygous AVPR2 gene variant, c.962A > T p.(Asn321Ile) and an extremely skewed X-inactivation, confirming X-linked nephrogenic diabetes insipidus (XL-NDI). Whole exome sequencing showed no further causative mutation. This is the first report on the co-existence of CDI and NDI in one family. Our review of symptomatic female AVPR2 heterozygotes includes 23 families with at least one affected female (including this study). There were 21 different causative mutations. Mutation types in females did not differ from those in males. Both severe XL-NDI and mild forms were reported in females. All six females with severe XL-NDI had complete loss-of-function (null) mutations. The remaining 17 female probands had milder XL-NDI caused by 14 missense variants and three null variants of the AVPR2 gene. X-inactivation was studied in nine of these females; all showed extreme or slight skewing. The review underlines that XL-NDI in female AVPR2 heterozygotes is always accompanied by skewed X-inactivation, emphasizing a need for X-inactivation studies in these females."
DIABETES MELLITUS AND INSIPIDUS,1964,https://pubmed.ncbi.nlm.nih.gov/14185622/,Br Med J,No abstract available
[Polyuria],2013,https://pubmed.ncbi.nlm.nih.gov/24490488/,Wiad Lek,"Polyuria has been defined as an urine output exceeding 3 I/day in adults and 2 I/m2/day in children. The most common causes are: psychogenic polydipsia, diabetes insipidus (central and nephrogenic), chronic kidney disease and uncontrolled diabetes mellitus. The article focuses on diagnostic approach to a patient with polyuria."
Commentary on Winzeler et al 'Low arginine vasopressin levels in patients with diabetes insipidus are not associated with anaemia',2021,https://pubmed.ncbi.nlm.nih.gov/33314284/,Clin Endocrinol (Oxf),No abstract available
Gradient washout and secondary nephrogenic diabetes insipidus after brain injury in an infant: a case report,2020,https://pubmed.ncbi.nlm.nih.gov/33036650/,J Med Case Rep,"Background: Disorders of water and sodium balance can occur after brain injury. Prolonged polyuria resulting from central diabetes insipidus and cerebral salt wasting complicated by gradient washout and a type of secondary nephrogenic diabetes insipidus, however, has not been described previously, to the best of our knowledge. We report an unusual case of an infant with glioblastoma who, after tumor resection, was treated for concurrent central diabetes insipidus and cerebral salt wasting complicated by secondary nephrogenic diabetes insipidus.
Case presentation: A 5-month-old Hispanic girl was found to have a large, hemorrhagic, suprasellar glioblastoma causing obstructive hydrocephalus. Prior to mass resection, she developed central diabetes insipidus. Postoperatively, she continued to have central diabetes insipidus and concurrent cerebral salt wasting soon after. She was managed with a vasopressin infusion, sodium supplementation, fludrocortisone, and urine output replacements. Despite resolution of her other major medical issues, she remained in the pediatric intensive care unit for continual and aggressive management of water and sodium derangements. Starting on postoperative day 18, her polyuria began increasing dramatically and did not abate with increasing vasopressin. Nephrology was consulted. Her blood urea nitrogen was undetectable during this time, and it was thought that she may have developed a depletion of inner medullary urea and osmotic gradient: a ""gradient washout."" Supplemental dietary protein was added to her enteral nutrition, and her fluid intake was decreased. Within 4 days, her blood urea nitrogen increased, and her vasopressin and fluid replacement requirements significantly decreased. She was transitioned soon thereafter to subcutaneous desmopressin and transferred out of the pediatric intensive care unit.
Conclusions: Gradient washout has not been widely reported in humans, although it has been observed in the mammalian kidneys after prolonged polyuria. Although not a problem with aquaporin protein expression or production, gradient washout causes a different type of secondary nephrogenic diabetes insipidus because the absence of a medullary gradient impairs water reabsorption. We report a case of an infant who developed complex water and sodium imbalances after brain injury. Prolonged polyuria resulting from both water and solute diuresis with low enteral protein intake was thought to cause a urea gradient washout and secondary nephrogenic diabetes insipidus. The restriction of fluid replacements and supplementation of enteral protein appeared adequate to restore the renal osmotic gradient and efficacy of vasopressin."
Functional analyses of three different mutations in the AVP-NPII gene causing familial neurohypophyseal diabetes insipidus,2021,https://pubmed.ncbi.nlm.nih.gov/34232487/,Endocrine,"Purpose: Familial neurohypophyseal diabetes insipidus (FNDI), a rare disorder, which is clinically characterized by polyuria and polydipsia, results from mutations in the arginine vasopressin-neurophysin II (AVP-NPII) gene. The aim of this study was to perform functional analyses of three different mutations (p.G45C, 207_209delGGC, and p.G88V) defined in the AVP-NPII gene of patients diagnosed with FNDI, which are not included in the literature.
Methods: For functional analysis studies, the relevant mutations were created using PCR-based site-directed mutagenesis and restriction fragment replacement strategy and expressed in Neuro2A cells. AVP secretion into the cell culture medium was determined by radioimmunoassay (RIA) analysis. Fluorescence imaging studies were conducted to determine the differences in the intracellular trafficking of wild-type (WT) and mutant AVP-NPII precursors. Molecular dynamics (MD) simulations were performed to determine the changing of the conformational properties of domains for both WT and 207-209delGGC mutant structures and dynamics behavior of residues.
Results: Reduced levels of AVP in the supernatant culture medium of p.G45C and p.G88V transfected cells compared to 207_209delGGC and WT cells were found. Fluorescence imaging studies showed that a substantial portion of the mutant p.G45C and p.G88V AVP-NPII precursors appeared to be located in the endoplasmic reticulum (ER), whereas 207_209delGGC and WT AVP-NPII precursors were distributed throughout the cytoplasm.
Conclusions: The mutations p.G45C and p.G88V cause a failure in the intracellular trafficking of mutant AVP-NPII precursors. However, 207_209delGGC mutation does not result in impaired cellular trafficking, probably due to not having any significant effect in processes such as the proper folding, gain of three-dimensional structure, or processing. These results will provide valuable information for understanding the influence of mutations on the function of the AVP precursor hormone and cellular trafficking. Therefore, this study will contribute to elucidate the mechanisms of the molecular pathology of AVP-NPII mutations."
Home monitoring of sodium in children with adipsic diabetes insipidus,2020,https://pubmed.ncbi.nlm.nih.gov/34092342/,An Pediatr (Engl Ed),No abstract available
In-patient management protocol for diabetes insipidus associated with adipsia. Developed from a clinical case,2021,https://pubmed.ncbi.nlm.nih.gov/34906348/,Endocrinol Diabetes Nutr (Engl Ed),No abstract available
[Gestational diabetes insipidus],2002,https://pubmed.ncbi.nlm.nih.gov/12416078/,Ugeskr Laeger,"We report a case of transient diabetes insipidus in late pregnancy. This rare condition is characterised by excessive thirst and polyuria and is associated with pre-eclampsia. The aetiology is most likely due to increased vasopressinase activity. Suspected cases should be referred to an obstetric centre, since termination of pregnancy is recommended. The condition normally resolves within a few days of delivery."
Cephalocaudal tumor diameter is a predictor of diabetes insipidus after endoscopic transsphenoidal surgery for non-functioning pituitary adenoma,2021,https://pubmed.ncbi.nlm.nih.gov/33191457/,Pituitary,"Purpose: Diabetes insipidus (DI) develops commonly after endoscopic transsphenoidal surgery (ETS). We retrospectively investigated the incidence, onset, duration and predictors of DI after ETS in patients with non-functioning pituitary adenoma (NFPA).
Methods: A total of 168 patients who underwent ETS to remove NFPAs were included. Various perioperative data on demographics, comorbidities, previous treatments, perioperative hormone deficiencies, tumor characteristics, surgery, anesthesia, intraoperative fluid balance, perioperative laboratory findings, postoperative complications, readmission and hospital length of stay were collected and analyzed. Patients were diagnosed with DI and treated with desmopressin when they showed urine output > 5 mL/kg/hr with a serum sodium concentration > 145 mmol/L or an increase ≥ 3 mmol/L in serum sodium concentration between two consecutive tests after surgery. DI was considered permanent when desmopressin was prescribed for > 6 months after surgery.
Results: Seventy-seven (45.8%) patients experienced postoperative DI and 10 (6.0%) patients suffered from permanent DI. The median onset of DI and the median duration of transient DI were postoperative day 1 and 5 days, respectively. In multivariable logistic regression analysis, cephalocaudal tumor diameter (odds ratio [95% confidence interval] 2.59 [1.05-6.36], P = 0.038) was related to postoperative DI. In receiver operating characteristic analysis, its area under the curve was 0.68 (95% confidence interval 0.59-0.76, P < 0.001). Its optimal cutoff value that maximized the sum of sensitivity and specificity for postoperative DI was 2.7 cm.
Conclusions: Postoperative DI was observed in 45.8% of patients undergoing ETS to remove NFPAs. A large cephalocaudal tumor diameter was predictive of postoperative DI in such patients."
Incidence and Effect of Diabetes Insipidus in the Acute Care of Patients with Severe Traumatic Brain Injury,2020,https://pubmed.ncbi.nlm.nih.gov/32207035/,Neurocrit Care,"Background: Literature on diabetes insipidus (DI) after severe traumatic brain injury (TBI) is scarce. Some studies have reported varying frequencies of DI and have showed its association with increased mortality, suggesting it as a marker of poor outcome. This knowledge gap in the acute care consequences of DI in severe TBI patients led us to conceive this study, aimed at identifying risk factors and quantifying the effect of DI on short-term functional outcomes and mortality.
Methods: We assembled a historic cohort of adult patients with severe TBI (Glasgow Coma Scale ≤ 8) admitted to the intensive care unit (ICU) of a tertiary-care university hospital over a 6-year period. Basic demographic characteristics, clinical information, imaging findings, and laboratory results were collected. We used logistic regression models to assess potential risk factors for the development of DI, and the association of this condition with death and unfavorable functional outcomes [modified Rankin scale (mRS)] at hospital discharge.
Results: A total of 317 patients were included in the study. The frequency of DI was 14.82%, and it presented at a median of 2 days (IQR 1-3) after ICU admission. Severity according to the Abbreviated Injury Scale (AIS) score of the head, intracerebral hemorrhage, subdural hematoma, and skull base fracture was suggested as risk factors for DI. Diagnosis of DI was independently associated death (OR 4.34, CI 95% 1.92-10.11, p = 0.0005) and unfavorable outcome (modified Rankin Scale = 4-6) at discharge (OR 7.38; CI 95% 2.15-37.21, p = 0.0047).
Conclusions: Diabetes insipidus is a frequent and early complication in patients with severe TBI in the ICU and is strongly associated with increased mortality and poor short-term outcomes. We provide clinically useful risk factors that will help detect DI early to improve prognosis and therapy of patients with severe TBI."
Protective effect of metformin on lithium-induced nephrogenic diabetes insipidus: An experimental study in rats,2021,https://pubmed.ncbi.nlm.nih.gov/34595852/,Adv Clin Exp Med,"Background: Lithium is widely used in the treatment of bipolar disorders and may lead to nephrogenic diabetes insipidus (NDI), following long-term treatment. Metformin is considered the preferred initial therapy for patients with type 2 diabetes mellitus (T2D).
Objectives: To investigate the protective effect of metformin on the kidney damage caused by lithium administration.
Material and methods: Using an animal model of chronic lithium-induced NDI, rats were divided into 4 groups: sham, metformin, lithium, and lithium + metformin. The effects of these treatments were examined using serum electrolytes, blood and tissue total antioxidant status, total oxidant status, the oxidative stress index, urine and blood osmolality, and tissue aquaporin-2 (AQP2) levels. Additionally, histopathological changes, including congestion, hydropic swelling, tubular necrosis, tubular atrophy, and Bowman's capsule dilatation, were evaluated. The total histopathological score was obtained by summing the scores for each pathological finding.
Results: In the lithium group, biochemical variables indicating NDI, including sodium, chloride and blood osmolality, increased, and urine osmolality decreased, compared to the sham group. With metformin treatment, the blood osmolality decreased from 328.17 mOsm/kg to 306.33 mOsm/kg, and urine osmolality increased from 349.67 mOsm/kg to 754.50 mOsm/kg (p = 0.004 and p = 0.001, respectively). Tissue AQP2 levels decreased with lithium administration but stabilized with metformin treatment. Additionally, in comparison to the lithium group, the total histopathological score in the metformin group declined from 8.0 to 2.0 (p = 0.002).
Conclusions: Metformin may help protect the kidneys from lithium-induced NDI through the AQP2 regulating effect and a reduction in oxidative stress."
Challenges and improvement needs in the care of patients with central diabetes insipidus,2022,https://pubmed.ncbi.nlm.nih.gov/35172866/,Orphanet J Rare Dis,"Central diabetes insipidus (CDI) is a rare condition, with significant impact on patient health and well-being. It is a chronic condition which usually requires meticulous long-term care. It can affect both children and adults. There is limited literature considering the needs and challenges inherent in providing high quality care to patients with CDI, across the care pathway. This paper seeks to address this gap by providing a unique and well-rounded understanding of clinical and healthcare systems-related challenges. It draws on insights from the literature, from direct clinical experience contributed by five clinicians as co-authors (providing insights from France, Ireland, Italy, Spain and the United Kingdom), and from patient perspectives provided through interviews with patient representatives from three patient organisations. We identify clinical challenges related to the diagnosis of CDI, including differentiating between other similar conditions and determining the underlying aetiology. Treatment is challenging, given the need to tailor medication to each patient's needs and ongoing management is required to ensure that patients continue to respond adequately to treatment. Ongoing support is required when patients switch between formulations. We also identify healthcare systems challenges related to limited awareness of CDI amongst primary care physicians and general paediatricians, and the need for highly skilled specialist care and appropriate workforce capacity. There is also a significant need for raising awareness and for the education of both healthcare professionals and patients about different aspects of CDI, with the aim of supporting improved care and effective patient engagement with healthcare professionals. We reflect on this information and highlight improvement opportunities. These relate to developing guidance to support patients, carers, primary care physicians and general paediatricians to identify clinical features earlier, and to consider CDI as a possible diagnosis when a patient presents with suggestive symptoms."
Gefitinib Treatment Was Unsuccessful for Central Diabetes Insipidus Due to Pituitary Metastasis of Lung Adenocarcinoma,2021,https://pubmed.ncbi.nlm.nih.gov/33162476/,Intern Med,"We herein report a rare case of advanced lung adenocarcinoma with central diabetes insipidus due to pituitary metastasis. Although treatment with gefitinib was dramatically effective, the symptoms of diabetes insipidus did not improve. Radiotherapy for pituitary metastasis was effective to control diabetes insipidus; however, we could not cease the administration of 1-deamino-8-D-arginine vasopressin (DDAVP). It is important for physicians to positively consider radiotherapy for pituitary metastases even if favorable tumor control is achieved with chemotherapy when diabetes insipidus becomes clinically overt. Furthermore, continuous DDAVP administration may be needed to treat central diabetes insipidus."
Management of diabetes insipidus in neurosurgical patients,1976,https://pubmed.ncbi.nlm.nih.gov/1104777/,J Neurosurg,"The authors present a brief review of the problem of diabetes insipidus in neurosurgical patients, with particular emphasis on the differential diagnosis of postoperative and posttraumatic polyuria and the management of diabetes insipidus in these periods. A listing of drugs currently used in its treatment is given."
The cascade to a serendipitous discovery of lithium-induced nephrogenic diabetes insipidus,2021,https://pubmed.ncbi.nlm.nih.gov/34740125/,Asian J Psychiatr,"Lithium therapy is a common treatment for affective disorders and is widely regarded as a lifesaving drug. However, because its elimination is almost wholly unchanged via the kidneys, both acute and long-term adverse effects relating to toxicity may occur, including declining renal function and nephrogenic diabetes insipidus (DI). DI may be difficult to detect and is frequently preceded by dehydration and which, in our patient, was discovered by chance. We describe a case of an elderly woman on chronic lithium therapy for bipolar affective disorder who initially presented with dehydration from vomiting but possibly developed extra-pontine myelinolysis (EPM) after over-zealous correction of hyponatraemia. Steroids administered appeared to have prevented further progression but a persisting hyperosmolar state then alerted us to the presence of nephrogenic DI. Although both conditions were later successfully reversed with no obvious chronic sequelae, the recovery of the patient was protracted. Clinicians should be vigilant for complications of managing dehydration states in people prescribed with lithium."
Delayed Onset of Central Diabetes Insipidus With Ketamine Sedation: A Report of 2 Cases,2021,https://pubmed.ncbi.nlm.nih.gov/31648586/,J Pharm Pract,"Ketamine is being prescribed with greater frequency due to an emphasis on multimodal analgesia. With increasing use, uncommon adverse effects associated with ketamine are likely to surface. Limited reports of transient central diabetes insipidus (DI) occurring early after initiation (ie, within 10 hours) of ketamine have been reported. We present 2 cases of delayed onset (32 hours or more after initiation), ketamine-induced, transient central DI in patients cannulated for venovenous extracorporeal membranous oxygenation. No other causes of central DI were determined based upon physical examination or laboratory data, and both patients responded to treatment with desmopressin/vasopressin. The Naranjo adverse drug reaction probability scale noted a probable causation for each case. These cases demonstrate the possibility of a rare but serious complication of ketamine. Improvement after discontinuation of ketamine and administration of desmopressin/vasopressin appear to support a drug-effect association."
Postoperative Copeptin as a Biomarker for Development of Diabetes Insipidus Following Hypothalamic-Pituitary Surgery,2021,https://pubmed.ncbi.nlm.nih.gov/33645512/,Endocr Pract,"Objective: Copeptin is a surrogate marker of arginine vasopressin release with better stability and simplicity of measurement. Postoperative copeptin levels may guide clinicians in stratifying patients who need close monitoring of fluid balance. The objective is to determine whether copeptin is a predictive marker of postoperative diabetes insipidus (DI).
Methods: This is a prospective diagnostic study. Patients who underwent neurosurgical intervention of the sellar-suprasellar regions were recruited. Serum copeptin levels were measured before and after surgery, within 24 hours. Logistic regression analysis and diagnostic performance measures were calculated to determine the relationship between postoperative copeptin levels and DI.
Results: Of 82 patients, 26 (31.7%) developed postoperative DI, with 7 patients (8.5%) having permanent DI. The samples for copeptin measurement were taken at 13 ± 2.1 hours postoperatively. From the receiver operating characteristic analysis, low postoperative copeptin levels (<2.5 pmol/L) demonstrated an acceptable ability to predict DI (area under the curve, 0.72; 95% CI, 0.60-0.84). Discriminative power was stronger in the permanent DI group (area under the curve, 0.82; 95% CI, 0.64-1.00). Postoperative copeptin levels <2.5 pmol/L were associated with DI (specificity > 91%). However, postoperative copeptin levels >20 pmol/L were rarely associated with DI, with a negative predictive value of 100%.
Conclusions: In patients undergoing sellar-suprasellar interventions, low postoperative copeptin levels within the first postoperative day predict postoperative DI, whereas high levels exclude it. Copeptin measurement should be applied in the clinical practice of postoperative care in patients following hypothalamic-pituitary surgery. This study may expand the potential use of copeptin, including in the Asian population."
Atorvastatin does not ameliorate nephrogenic diabetes insipidus induced by lithium or potassium depletion in mice,2021,https://pubmed.ncbi.nlm.nih.gov/34762363/,Physiol Rep,"Acquired forms of nephrogenic diabetes insipidus (NDI) include lithium (Li)-induced and hypokalemia-induced NDI. Both forms are associated with AQP2 downregulation and collecting duct (CD) cellular remodeling. Statins are cholesterol-lowering drugs appearing to increase AQP2 membrane-translocation and improve urine concentration in other NDI models. We have investigated if statins are able to prevent or rescue the Li-induced changes in mice and in a mouse cortical CD cell line (mCCDc1l ). Biotinylation assays showed that acute (1hr) atorvastatin, simvastatin, or fluvastatin increased AQP2 membrane accumulation in mCCDc1l cells showing that the cell line responds to acute statin treatment. To see whether chronic statin treatment abolish the Li effects, mCCDc1l cells were treated with 48 h Li, combined Li/atorvastatin or combined Li/simvastatin. Li reduced AQP2, but combined Li/atorvastatin or Li/simvastatin did not prevent AQP2 downregulation. In mice, chronic (21 days) Li increased urine output and reduced urine osmolality, but combined Li/atorvastatin did not prevent these effects. In inner medulla (IM), Li reduced total AQP2 and increased pS261-AQP2. Combined Li/atorvastatin did not abolish these changes. Atorvastatin did not prevent a Li-induced increase in intercalated cells and proliferation in IM. In mice with already established NDI, atorvastatin had no effect on the Li-induced changes either. Mice subjected to 14 days of potassium-deficient diet developed polyuria and AQP2 downregulation in IM. Co-treatment with atorvastatin did not prevent this. In conclusion, atorvastatin does not appear to be able to prevent or rescue Li-NDI or to prevent hypokalemic-induced NDI."
